CreatedAt,favorite_count,full_text,url,views_count
Fri Dec 08 09:09:25 +0000 2023,5,"?? ??? ????? ?? ???? ???? ???????? ?? ??? ?? ??? :-
To help the poor children survive harsh winters.
Please Donate - Our Paytm / GooglePay &amp; Whatsapp / 
Contact number is Mobile No – 98910 69636
# All Donations are Tax Exempted under Section 80G of Income Tax Act 1961 https://t.co/raJyiNnzpf",https://x.com/PrernaSewa_Gzb/status/1733051143930904876,84
Fri Dec 08 05:37:55 +0000 2023,5,"9176776444 - GPAY/Paytm/Phonepe for relief 
UPI: uyirspar.08@cmsidfc

(Source in og thread)",https://x.com/goesonrants/status/1732997918389604584,974
Fri Dec 08 16:50:00 +0000 2023,3,Guys please check this and report the account of ycp Paytm . Who is abusing women .,https://x.com/itsme8024/status/1733167052582715573,358
Fri Dec 08 16:13:33 +0000 2023,6,"I just booked 4 tickets for a movie and had to pay Rs 259.6 to Paytm for booking charges. 

Stock market is afraid of Paytm’s profitability but I feel that above a certain scale these booking charges are pure profit.

How can Paytm remain in loss for long when it has 10 crore users using it every month?",https://x.com/skjsaurabh/status/1733157880533270563,1210
Fri Dec 08 05:56:53 +0000 2023,132,"Like PAYTM Smaller loans, now RBI think Web Aggregation of Loan products needs more governing norms 

Policy Bazar - PB Fintech shares under pressure 

Paisa Bazar loan business likely to be impacted, analysts say negative implications to be assessed",https://x.com/YatinMota/status/1733002689737576692,19791
Fri Dec 08 17:47:53 +0000 2023,4,"Thanks Paytm Money for featuring me on your platform

Late post.",https://x.com/anandgarg025/status/1733181617521508466,270
Fri Dec 08 16:33:08 +0000 2023,2,"In recent ABN interview with Revanth Reddy, he clearly mentioned that CBN did not say that. Go and watch that interview for more details before posting anything. 
Mi PayTM kukkala arupulu, nijam ani namme rojulu poyayi. So musukoni kurchunte better.",https://x.com/Chaitanya4TDP/status/1733162807737061877,105
Fri Dec 08 14:08:36 +0000 2023,2,"9176776444 - GPAY/Paytm/Phonepe for relief 
UPI: uyirspar.08@cmsidfc

For funds ^^^
(Source in og thread)",https://x.com/goesonrants/status/1733126434908975377,890
Fri Dec 08 02:23:42 +0000 2023,15,Those who doubting Paytm? rest is history,https://x.com/AmitSuryakant/status/1732949040739086395,2059
Fri Dec 08 10:39:07 +0000 2023,1,"#NewsUpdate 
' It's very sad day for #Indian Democracy "" says Many opposition leaders regarding expulsion of #MohuaMoitra expulsion from #LokSabha .
#TMC #Rs5 #Paytm #RepoRate 
#RajasthanCM #MadhyaPradeshCM #KamalHaasan? #viralvideo #BJP #DipikaPaudukone #MamataBanerjee https://t.co/94SlUZk9kh",https://x.com/SujitEditor12/status/1733073715448164761,555
Fri Dec 08 17:26:24 +0000 2023,4,"Good night friends...
First good night reply get 100 rupees Paytm cash ?",https://x.com/ViratYadavJAY1/status/1733176211571163446,228
Fri Dec 08 07:30:00 +0000 2023,10,"Penny stock #FCSSOFT - Trend reversal candidate.

100 % upside possible

CMP 3.70 , 8 TGT possible.

Only for risky player.

#stockmarkets #zerodha #Paytm #StocksToBuy #FIIs #stockstowatch #IPOAlert #nifty50 #StockMarketindia #Sensex #BREAKOUTSTOCKS #IREDA #Yash19 #5DaysBanking https://t.co/87v3Z0mDTn",https://x.com/Grow__wealthy/status/1733026124089704758,4112
Fri Dec 08 17:22:26 +0000 2023,6,"[Zomato]

??Champion Hit 30% ??
?Current Price: 120
?Flashed: 89 on 19th Aug 

?Next upside: 132/165++
?Long story with duo-poly market+Blinkit an instrict trigger 

#Zomato #paytm #blinkit",https://x.com/DeskTijori/status/1733175213196787987,1138
Fri Dec 08 10:01:33 +0000 2023,7,"?Superb opportunity to earn 400 paytm cashback as Tide turns 1 year old.

?Read the steps fully and follow 
1. Go through the link https://t.co/N7JdheLtub
2. Enter ur paytm number for tracking and don't choose student as its a business prepaid card
3. Must use coupon code - EH500
4. Complete ur Kyc and deposit more than Rs.500 within 24 hrs
5. Once u complete the steps, Rs. 1 will be posted to ur paytm account =means that ur transaction is tracked.
6. Balance 399 will be posted within 30 days

? Pls complete all steps at once, don't leave midway as tracking will be broken..

#ccgeek #ccgeeks #NWcrazydeals #tide #NWfinanceCredit",https://x.com/nebula_world/status/1733064260140573041,1967
Fri Dec 08 02:15:49 +0000 2023,7,Those doubting Paytm chart??..though we made bottom at 7500n not 6300?,https://x.com/AmitSuryakant/status/1732947057907003523,1060
Fri Dec 08 06:47:55 +0000 2023,5,"4. Himalayas

If you want to work with companies like Binance, Mozilla, and Paytm then try this.

I appreciate its detailed remote company profiles, showcasing culture, mission, tech stack, and benefits - aiding you in finding the perfect fit.

? https://t.co/FLN1MMSdNK https://t.co/5dpn66Bep4",https://x.com/alifcoder/status/1733015530725110025,706
Fri Dec 08 06:44:42 +0000 2023,3,"Plz help and donate for hope babies 
We need rice , eggs, some important medicines, phenyl, Dettol, Sanitizer, big large high plastic bowls for feeding, dog coat , heavy blankets, rugs ... For help and support u can donate by Paytm or gpay on 9911911757.
@tinkerbell9958 @nsbchd https://t.co/Y8NLf0ujkM",https://x.com/Hope4speechless/status/1733014723787157779,152
Fri Dec 08 02:00:31 +0000 2023,43,"Don’t let a good rally in the market distract your portfolio from the junk it has.
~ Paytm Shareholder.",https://x.com/oldschoolinvest/status/1732943205061325302,5406
Fri Dec 08 07:55:31 +0000 2023,4,"As they say “never catch a falling knife!”
#Paytm is no exception for this saying. 

Definitely l am not going to accumulate anytime soon",https://x.com/Kishoredelights/status/1733032543027626314,399
Fri Dec 08 17:12:22 +0000 2023,8,"[Paytm]

?Current Price: 651
?Falling trendline on weekly chart
?Support : 445-450
?Avoiding at current Price 
?Supply open in counter 
#Paytm #paytmmoney #paytm",https://x.com/DeskTijori/status/1733172682592780660,1219
Fri Dec 08 07:14:12 +0000 2023,8,"#HiNanna First half is so good, i was literally crying at parts. That twist though ???

@Friend3AI $F3 ? #Solana #HiNanna #FighterTeaser #Friend3 #gameawards #viralvideo #ONEPIECE1101 
#Paytm #TATAPOWER #tatasteel #ice

https://t.co/VKqqnMWouK",https://x.com/TabGaya/status/1733022147864314327,1244
Fri Dec 08 12:46:20 +0000 2023,4,"Congarudhdhshssassion
To my dear friend @nikitgaikwad1 for crossing a milestone of 100 followers 

May you cross 200 soon brother ?....
Aur fas fas Paytm kr Party ke paise https://t.co/uijEtpS3My",https://x.com/MightyCupcake01/status/1733105729803112569,132
Fri Dec 08 04:13:12 +0000 2023,11,"""???? ? ?????????? ?? ?????? ??????!""

Started writing on this co. post QIP 430rs levels.
19% up today?

Now '???? ?????' has just started ??

#orchidpharma #BREAKOUTSTOCKS
#paytm #stockstowatch #TATAPOWER https://t.co/WWmquKxRR9",https://x.com/DoctorAtharv/status/1732976595756110034,12939
Fri Dec 08 09:19:06 +0000 2023,1,PayTM hits a new recent low of Rs 637.,https://x.com/rajivhanda1/status/1733053578929934406,78
Fri Dec 08 14:03:41 +0000 2023,46,"We warmly invite all fans to join us and enjoy the England Women's tour of India at Wankhede Stadium. Before entering the stadium, please ensure that you register on Paytm Insider. ????

Don't miss this fantastic opportunity to watch the match live for free! ??

#INDvENG #MCA https://t.co/vjmifpye1U",https://x.com/MumbaiCricAssoc/status/1733125196436095016,9371
Fri Dec 08 13:13:34 +0000 2023,2,"UPI Market Share in India 
1) PhonePe - 47%
2) GooglePay - 33%
3) Paytm - 13%

57% of UPI transactions are from Merchants

NPCI does not want any single UPI app to have more than 30% market share",https://x.com/rohitkumar9815/status/1733112586294448340,142
Fri Dec 08 06:01:54 +0000 2023,9,"Like PAYTM is scary, Paytm went down 20%

PolicyBazaar now in muddy waters?",https://x.com/StocksResearch/status/1733003953099690261,2800
Fri Dec 08 12:23:14 +0000 2023,1,"On occasion of #METRORail Foundation Day celebrations, travelers can purchase single-journey e-QR tickets through Static QR, Paytm, WhatsApp.

Originally intended for a single day on December 5th, the special fare offer has now been extended to include December 17. https://t.co/2qaei9NWbN",https://x.com/kyn_hood/status/1733099919345356842,40
Fri Dec 08 13:14:02 +0000 2023,2,"Duopolies Ruling the Indian Market
1) Zomato &amp; Swiggy 
2) Paytm &amp; Google Pay
3) Coco-Cola &amp; Pepsi 
4) Uber &amp; Ola 
5) MasterCard &amp; VISA 
6) BSE- NSE
7) Amazon &amp; Flipkart
8) Jio &amp; Airtel
9) CDSL &amp; NSDL
10) Dream11 &amp; MPL",https://x.com/rohitkumar9815/status/1733112700815728750,196
Fri Dec 08 14:17:15 +0000 2023,5,"??#ETMSMEAwards 2023: Congratulations One 97 Communications Paytm Ltd (@Paytm) on winning MSME Enabler Award for Banking &amp; Financing.

Your contribution towards empowering merchants and small businesses in India through tech and finance earns you a place on this high table. https://t.co/q8UJouKBoi",https://x.com/ET_RISE/status/1733128609827537332,2781
Fri Dec 08 05:21:22 +0000 2023,3,"#Paytm shares rise over 2%. #NDTVProfitMarkets #NDTVProfitIsHere 

Read latest #stockmarket updates: https://t.co/2Ya2kwmcSf https://t.co/0t2ia3Na0x",https://x.com/NDTVProfitIndia/status/1732993751360917747,2503
Fri Dec 08 19:55:57 +0000 2023,3,Warren Buffet sold entire stake in Paytm 2 weeks before the RBI crackdown on small ticket lending on which paytm shares shaved off 20%+ Now today we hear Zomato shares being offloaded by SoftBank worth 135 million. Is some bad news on the cards for Zomato??,https://x.com/AkshayiWeb/status/1733213848407355524,372
Fri Dec 08 05:09:46 +0000 2023,2,"I express my disappointment with the service provided by @Paytm. Despite making daily attempts to contact customer support via phone, extended waiting times persist, and no resolution is achieved, leading to a suboptimal experience.
@Paytmcare @PaytmBank https://t.co/jjdcIU8D61",https://x.com/Jaggu63301243/status/1732990834390503761,38
Fri Dec 08 09:49:13 +0000 2023,1,"#Paytm stock bounces back after falling nearly 20% on Thursday after the company announced plans to slow down small-ticket postpaid loans. Time to buy or wait? @amarsingh1118 shares insights with News9's @suyashm9

Watch: https://t.co/Kx9ExnJLXr https://t.co/FA3VhDoqvW",https://x.com/News9Tweets/status/1733061157370593761,638
Fri Dec 08 05:03:41 +0000 2023,11,"PAYTM 

RBI Gov:

To enhance UPI limit for payments for education and healthcare to Rs 5 Lk from Rs 1 lk

Will comeout with unified regulated framework for Connected lending",https://x.com/Sharad9Dubey/status/1732989299879252343,1647
Fri Dec 08 04:19:09 +0000 2023,1,"XYZ : Kuch toh stocks lena hai .. batao kaunsa? 
Me : Your MF portfolio returns are over 20%+.. why stocks? 

XYZ : Woh sab theek hai .. PayTM le lun ? accha returns dega bol rahe hain sab 
Me: Kaun sab bol rahe hai? 

Person A: mere friends circle mein ! 

?

#SIPseMeraKyaHoga",https://x.com/KyRonConsultant/status/1732978093386838267,31
Fri Dec 08 10:16:24 +0000 2023,9,"@DEFindia @OsamaManzar @shalinikala @APC_News @ISOC_Foundation @apnic @GDInclusion @MadanRao @saurabh0426 @khanamirullah @cdpp_india @RajCMO @ashokgehlot51 @MIB_India @MoRD_GoI @EduMinOfIndia @_DigitalIndia @mygovindia @JharkhandCMO @IrfanActive @RajawatUtkarsh @ArpanaSinghal @AspenInstitute @GoI_MeitY @njbarbhuiya @AccentureIndia @Akhtarbad @equallyable @UsipiO @natashabadhwar @CMOTamilnadu @UNESCO @CSCegov_ @hydermkhan @kendimalibot @WHO @MoHFW_INDIA @ChhattisgarhCMO @alex_b_amaral @GooglePay @Paytm @MXR_world @SoniaJorgeICT4D @karosambhav @DE_Accelerator @UNEP @UNTechEnvoy @atti_cus #342/365: ""5.22% transgender persons vaccinated (till May 30,2021); misinformation, lack of digital knowledge impeding inoculation.""
?India

@DEFindia’s- Truth &amp; Deception in the Digital Age.
@Brindaalakshmi 

https://t.co/idkGsyE82R

#DailyDigitalStory https://t.co/dF1xQ0v8bm",https://x.com/AbnerManzar/status/1733067999773339778,192
Fri Dec 08 13:01:38 +0000 2023,2,"Today #Notradingday
Capital=4.5Lakh
Dec P&amp;L= -1000(-0.25%)
 ?Days:1 
 ?Days:2 

#verifiedbysensibull #Expiry #Nifty #Banknifty #Nifty50 #GIFTNIFTY #NiftyBank #Largecap #TATAPOWER #gains #NiftyFifty #invest #Paytm #niftytrading #Sensex

https://t.co/YUkB3FJom2",https://x.com/udaybommineni/status/1733109582812332091,529
Fri Dec 08 04:17:56 +0000 2023,3,"5 things you should avoid in stock markets. ?

[1] Before making money, learn not to lose money
First principle of investing is not to lose money. Making money is secondary to it.
#Markets #Paytm",https://x.com/HimankAgrawal15/status/1732977789895114806,404
Fri Dec 08 13:13:48 +0000 2023,2,"PhonePe and Paytm are the world’s most downloaded Finance Apps

More than the US’s Paypal or China’s Alipay

India is Becoming a Fintech Superpower Now because the main reason behind this is UPI, which is the world's fastest-growing mode of Payment",https://x.com/rohitkumar9815/status/1733112644477812745,89
Fri Dec 08 11:27:26 +0000 2023,3,"Warren Buffett had sold out its holding in Paytm just a week back at a loss of ~600 crores.

Paytm decided to curtail low-value personal loans and took a 20% hit in share price yesterday, just a few days after the exit.

Is Warren Buffett super far-sighted or is this sign of some insider trading?

#paytm #sebi #warrenbuffett #berkshirehathaway",https://x.com/HimankAgrawal15/status/1733085875788009511,391
Fri Dec 08 12:42:39 +0000 2023,1,"5- Himalayas:

Collaborate with industry leaders like Binance, Mozilla, and Paytm.

Discover your ideal fit with detailed company profiles and exciting projects.

Visit the Himalayas to embark on your remote work journey. https://t.co/rVtXUWWWBI",https://x.com/NooniDaily/status/1733104803432054799,141
Fri Dec 08 05:03:04 +0000 2023,38,"Keep an eye on Paytm 

RBI will Lay Down Rules For Web Aggregation Of Loan Products ??",https://x.com/Nupurkunia/status/1732989146577469632,1943
Fri Dec 08 15:21:53 +0000 2023,2,"ONDC, Paytm Will Serve As A Catalogue For The World: Vijay Shekhar. In an event, Paytm’s founder @vijayshekhar shared the future outlook of partnership with the Open Network For Digital Commerce (@ONDC_Official).

https://t.co/7Awgk7wVcn

@BWBusinessworld @anuragbatrayo @Paytm",https://x.com/hellomrbhatt/status/1733144875439399189,182
Fri Dec 08 12:49:37 +0000 2023,9,"@eclector1419857 @VoiceOfAndhraa @unexpected5678 @GangadharThati @Venu4TDP @mana_Prakasam ? All these handles all are invaluable assets for the party.

Lately, I'm admiring the way @PhaniGosala is irritating and exposing the fake narratives of the Paytm batch.",https://x.com/srivalli2000/status/1733106556974297322,176
Fri Dec 08 05:00:24 +0000 2023,11,"Paytm In Focus

RBI: TO LAY DOWN RULES FOR WEB AGGREGATION OF LOAN PRODUCTS

#Paytm #rbipolicy #RBI",https://x.com/soumeet_sarkar/status/1732988476201877549,2936
Fri Dec 08 21:12:09 +0000 2023,3,"When traveling in India, Paytm/UPI does not work for NRIs. It expects a phone number to link the bank… Should have an option to link the bank using bank login credentials… The system losing many $$$$ due to this limitation… @UPI_NPCI @Paytm @Paytmcare @PMOIndia",https://x.com/Sharnarthee/status/1733233025369145404,468
Fri Dec 08 16:26:05 +0000 2023,2,@nsnsethi @vijayshekhar @Paytm Like he managed people in to buying Paytm shares at 2150/Share.,https://x.com/deltatrendz/status/1733161034624725314,129
Fri Dec 08 07:44:41 +0000 2023,3,"@nch1915
@jagograhakjago
@consumersindia

Big Entity The Paytm Care is robbing Now Thousands of Customers by their Cheap tricks.
Customers are Complaining for months but only assurance is given, Money is being deduct monthly",https://x.com/Speak4_Justice/status/1733029818365616508,45
Fri Dec 08 11:00:00 +0000 2023,1,"#WIONBusinessWrap | RBI policy unchanged, Paytm shares prices face scrutiny, and more

READ: https://t.co/zORi9tKCy7

https://t.co/zORi9tKCy7",https://x.com/WIONews/status/1733078972756365647,1242
Fri Dec 08 03:33:42 +0000 2023,3,"@iamMarketWiz Until facts change in Paytm, will be choosing Zomato only. I'd rather pick a stock demonstrating strength rather than try to catch a falling knife.",https://x.com/KshitijAMalve/status/1732966654643175485,177
Fri Dec 08 03:26:52 +0000 2023,3,@Aunindyo2023 Paytm or any other upi is a flawed business model unless they charge for upi transactions,https://x.com/Sameer70703030/status/1732964938547675388,3496
Fri Dec 08 06:54:59 +0000 2023,1,"@ShivamSouravJha @GooglePay @PhonePe Even Paytm notifies the user prior in similar manner. I wish there was a mechanism in place to know about the receiver's bank account.

Also, I am very interested to know how criticality is observed and what params are taken in consideration here.",https://x.com/d_silent_quill/status/1733017310573797623,80
Fri Dec 08 08:23:35 +0000 2023,6,@AndhraPradeshCM Govt handle or paytm handle...BGM entrance panikimalina yedava,https://x.com/dallas_alludu/status/1733039608886370464,1480
Fri Dec 08 03:16:17 +0000 2023,1,"@sandeepti009 @elonmusk @X Pls give options for paying by @PhonePe @Paytm @GooglePayIndia ; net banking from all major banks, @UPI_NPCI and see how fast you grow your subscriber base. Many Indians don’t have or don’t use Credit cards or like sharing CVV on X",https://x.com/CASDesh/status/1732962272354386427,95
Fri Dec 08 09:07:18 +0000 2023,3,"@Crictopher17 @wcriccrazeprajn Nice
Now Paytm me remaining 90 lakhs",https://x.com/IamHarshDeshwal/status/1733050608779985033,199
Fri Dec 08 12:16:40 +0000 2023,1,"@JuhiChitra Similar case with Paytm
Especially for referrals
Now even layman is see Paytm
How hard is that for organisation to understand.",https://x.com/malai_chai/status/1733098265749434481,92
Fri Dec 08 07:10:00 +0000 2023,3,"Paytm share price faces scrutiny amid strategic shifts and analyst concerns

READ: https://t.co/sl9TLz5B3i

https://t.co/sl9TLz5B3i",https://x.com/WIONews/status/1733021089004200322,1570
Fri Dec 08 13:24:58 +0000 2023,1,@Paytm My Paytm post paid limit is not working but limit is showing why without any information how your company deactivate this facility,https://x.com/sandeep72522972/status/1733115453684518959,210
Fri Dec 08 18:06:54 +0000 2023,2,"@shashankUX If you say Paytm, what about banking apps like ICICI ??????",https://x.com/abinashmohanty/status/1733186403930865725,85
Fri Dec 08 04:43:17 +0000 2023,1,"After falling 19% on Thursday, Paytm's shares are about 2% up in early trade today. The stock took a hit as the mobile payments and financial services company has decided to pull back on small loans. 
@vineetha96 @PallaviPengonda explain details here ?
https://t.co/ir2wTbR1LI https://t.co/P2NuK6NzsR",https://x.com/livemint_m2m/status/1732984167816978904,367
Fri Dec 08 06:08:32 +0000 2023,2,"@AnilSinghvi_ Gdmrng Anilji
Happiest minds,Biocon&amp;Aavas plus Paytm - do they hv any moral atleast - responsibility towards-shareholders - Can u pl not call them and question silence ! And govt also is grt in policy mkng , sugar prices are imp but retail share holder&amp;expansion?",https://x.com/vineetmal/status/1733005623489626189,222
Fri Dec 08 06:19:53 +0000 2023,1,"@devinamehra unless someone has insider information it's really hard to predict whats actually cooking inside banks and nbfc even fintech for that matter . BH selling Paytm, RBI coming up and then Paytm doing analyst call someone might be knowing what's coming Nd then stock crashes.",https://x.com/Kiran4860790148/status/1733008475725467836,183
Fri Dec 08 10:06:43 +0000 2023,1,"@ManishM918 Yeh swayam Al Taqqiya karte par blame hume karte.

Never trust any vendor till you check his paytm.",https://x.com/Ayudhika1310/status/1733065561276379339,40
Fri Dec 08 16:19:36 +0000 2023,1,@sivacharan009 @vijayshekhar @Paytm Wish you understood the cyclical nature of businesses.,https://x.com/nsnsethi/status/1733159399953482169,270
Fri Dec 08 05:22:59 +0000 2023,1,"If I try enabling it via other apps such as phone pe or Paytm , it says unable to connect to Kotak Mahindra Servers . Through gpay it says my mobile number not registered with Kotak Mahindra (2/2)",https://x.com/deepaknrn/status/1732994159508939120,167
Fri Dec 08 19:20:45 +0000 2023,1,"@abinashmohanty Hahaha. I don't expect anything from Banks. ?
But Paytm is still very new.",https://x.com/shashankUX/status/1733204988439269435,60
Fri Dec 08 02:42:52 +0000 2023,2,@AreyBangdu @UPI_NPCI @Paytm This has bought revolution specially in rural India. The issue of small denomination currency notes and coins has disappeared. I remember during my early days of career I used to carry almost atleast Rs 200 to 300 in coins whenever I would visit my village.,https://x.com/KeshavNemade/status/1732953865497055622,46
Fri Dec 08 09:02:21 +0000 2023,1,"@anjalihegde Irctc website is becoming worst day by day. I had 2 transaction fail in last week after money being deducted. Heard many saying irctc deliberately wants it's agent websites (Amazon, paytm, phonepe) to book more. Dont know hw much truth in it",https://x.com/anil_bhat/status/1733049362488717783,102
Fri Dec 08 03:26:32 +0000 2023,4,"@sachin_bhutada SIP in stocks is not recommended at all. It is a very risky proposition. I do it for a small portion of my portfolio for high risk stocks like Zomato, Indigo, Paytm. For wealth creation stick to sip in mutual funds.",https://x.com/pvsubramanyam/status/1732964854397546675,389
Fri Dec 08 08:43:10 +0000 2023,1,@Paytmcare Train got cancelled but still i have not received my refund. Transaction id-22450727405. Received confirmation from irctc that refund has been processed. It’s been around 15 days i have not received my refund. Worst service @Paytm @Paytmcare,https://x.com/dheerajm4u/status/1733044535876341988,17
Fri Dec 08 13:58:23 +0000 2023,9,"PSA: #INDvENG entry

MCA secretary Ajinkya Naik: ""We've invited all fans to join us and enjoy the England Women's tour of India at Wankhede Stadium. Before entering the stadium, please ensure they register on Paytm Insider and they have to show the acknowledgment for free entry.""",https://x.com/ghosh_annesha/status/1733123865067594154,2078
Fri Dec 08 11:18:54 +0000 2023,1,"@Ajexx As a merchant, PayTM is the still the only provider where UPI payments work seamlessly, consistently for last several years. All others have one or the other issues.

From my understanding small loans didn’t have much profits anyways and had higher risk.",https://x.com/SandeepHegde/status/1733083728409509914,192
Fri Dec 08 03:28:20 +0000 2023,13,"@WHLBL Yes saw it sir, they are scratching the bottom of the barrel. Paytm is another stock they own and was limit down yesterday",https://x.com/DarioCpx/status/1732965304249319907,1056
Fri Dec 08 05:16:53 +0000 2023,4,"@Aunindyo2023 Paytm is loosing faith in Merchants community due to heavy charges .... 
My Cab driver, medical store and grocery shop requested me not to pay from paytm to paytm instead other UPI.",https://x.com/sharma__sanjay/status/1732992624339177917,3045
Fri Dec 08 14:03:45 +0000 2023,1,"Vijay Shekhar Sharma, CEO and Founder, Paytm in a conversation with the women entrepreneurs from Cohort 24 of Goldman Sachs 10,000 Women at NSRCEL.",https://x.com/nsrcel/status/1733125215142785077,68
Fri Dec 08 18:07:24 +0000 2023,1,"@himank1403 @Paytmcare please help. I understand issues faced by people sometimes. Company at top does want to solve these issues proactively.

Paytm is not Anil Ambani group for sure. I have never met an ex-employee who says any bad thing about Paytm as a company",https://x.com/skjsaurabh/status/1733186530292957486,125
Sat Dec 09 05:43:49 +0000 2023,43,Ore Paytm ? over to you ?https://t.co/ALJnvliDkX,https://x.com/dont_begentle/status/1733361790938140903,1209
Sat Dec 09 11:57:32 +0000 2023,1039,"Many big things about GIFT City were announced today ?

1? Paytm to invest more than 100 crores in GIFT City in 12 months
?They will build a global payment development center in GIFT City.

2? Development plan for GIFT City expansion has been finalized
?It will be unveiled during Vibrant Gujarat Summit
?Current area : 886 acres
?After expansion : 3,300 acres

3? GIFT City 9km riverfront deadline announced
?Construction will be completed in 2.5 years

4? GIFT City metro deadline announced
?Operations by July 2024

5? Construction of GIFT eye taller than London Eye is confirmed by government

6? PM Modi announces to make GIFT City a Global Hub of Climate Financing

7? GIFT City chairman has officially said that they are aggressively working to improve the social and nightlife of the city.

8? GIFT City board will build one Tower for fintech training institutions, start-ups, and R&D.
?Till now only private players' buildings were there
?This GIFT City company's own building will speed up the progress of the city",https://x.com/IndexofGujarat/status/1733455838453662046,57385
Sat Dec 09 17:17:40 +0000 2023,1137,Paytm will invest ?100 crore in Gujarat’s GIFT City.,https://x.com/NewsArenaIndia/status/1733536402367779217,32433
Sat Dec 09 08:43:20 +0000 2023,760,"Buy the Fear and sell the Greed
-Warren Buffet.

Which Fear he bought PayTM and which Greed he sold it?",https://x.com/PRSundar64/status/1733406967425544682,98236
Sat Dec 09 02:52:35 +0000 2023,69,"Such a situation in Siachen but some leaders &amp; #Bollywood actors raise questions on their bravery &amp; devotion to duty...!!??
Salute brave ????
#ITRaid #Sreesanth #KaranKundrra #SaraAliKhan #TelanganaCM #RajasthanCM #Paytm #T20WorldCup #FighterTeaser https://t.co/NpYN6brRTn",https://x.com/Usman_ytr/status/1733318698281173035,17000
Sat Dec 09 13:26:46 +0000 2023,20,"3 Re-release Booking open 
Tirupur @KSBCineplex_Tpr 

@dhanushkraja

Book Ur Tickets Paytm 
@B_RAJA_ @dhanushkraja
@Chowdrey_ https://t.co/Oy0yA9AtFW",https://x.com/TM_TUP_DFC/status/1733478294736314428,350
Sat Dec 09 09:27:53 +0000 2023,127,"#WATCH | ""No matter where Indians go they always look for Indian food and I believe the best Indian food is made in India...I am not only a supporter but also an attendee of those weddings which happen in India...,"" says Vijay Shekhar Sharma, Managing director of Paytm https://t.co/6uiVY5X8Fe",https://x.com/ANI/status/1733418176527114365,28019
Sat Dec 09 12:33:23 +0000 2023,22,"Finally 3 Re-release in tirupur 
Tomorrow @dhanushkraja
@KSBCineplex_Tpr 
 Book ur tickets in Paytm 

@B_RAJA_ @DirectorS_Shiva
@Chowdrey_
#MoonuReRelease https://t.co/S5t42Z3yfF",https://x.com/TM_TUP_DFC/status/1733464859428434016,437
Sat Dec 09 08:40:46 +0000 2023,14,"anna tho nadiche aa 10 members matram, maro option leni paytm coolies.. ?",https://x.com/MLavnyaA/status/1733406320571888114,1137
Sat Dec 09 17:53:00 +0000 2023,5,"133 people purchased Paan at this Paan shop using Paytm! 

Great paan, great film, great on ground usage of Paytm! Time well spent https://t.co/l7XFo0NM5d",https://x.com/skjsaurabh/status/1733545296070906194,273
Sat Dec 09 12:10:48 +0000 2023,30,#MoonuReRelease back on #SVT From Tomorrow. Bookings opened on @Paytm and @TicketNew . https://t.co/xzIjQB9Tfw,https://x.com/Svt_guduvanc/status/1733459176532427004,2287
Sat Dec 09 15:38:25 +0000 2023,4,"Loot Loot Loot......
 Just ordered #WowSkinScience Facewash, Serum &amp; Moisturizer worth Rs 1143 in Just 154 Rs (including 125Rs ONDC's Discount)
Guys visit the @ONDC_Official's store on #PayTm App now to grab upto 82% off on #BeautyProducts #VocalForLocal #BharatKaONDC https://t.co/ICgVxDCusk",https://x.com/iKhushi_/status/1733511425497411987,10771
Sat Dec 09 04:33:02 +0000 2023,6,"Not everyone are sold for money like you brother...

You are fake paytm who cannot even show yourself to the public.. 
How will you ever have credibility to accuse others???",https://x.com/PhaniGosala/status/1733343977519153472,330
Sat Dec 09 15:16:40 +0000 2023,18,"People need to understand that Tech roles in Finance companies is not the definition of ""fintech"". 

Fintech is an industry, not a job profile.

PayTM, Zerodha, etc are fintech companies as they are using technology for financial services for consumers.

Financial services here being payments, broking, etc.

stop calling analyst or software dev roles in banks as ""fintech""",https://x.com/AmanHasNoName_2/status/1733505953579020709,1856
Sat Dec 09 03:50:39 +0000 2023,28,"Always bet on @Paytm for revolutionizing class of convenience in payments.
@vijayshekhar
?
QR based technology is going to be everywhere. Great adoption @OfficialDMRC . Available via whatsapp as well. https://t.co/y5AycWlZCf",https://x.com/agrit_tiwari/status/1733333308061159630,5373
Sat Dec 09 06:54:51 +0000 2023,11,"This is irritating. @OfficialDMRC has stopped providing regular metro cards, or at least they are not available at metro stations, forcing users to buy Paytm transit cards. 

This is another example of the imposition of privatization in public sectors. https://t.co/J8mYgoGDAn",https://x.com/avinashchanchl/status/1733379664146784679,1750
Sat Dec 09 08:46:00 +0000 2023,1,"I need your Support?

Here has 35 Kg Rice for my Paws?
?Rice Per month needed : 600Kg

Rs. 25/- per kg : 15,000/-

??IPlease Donate For My Streeties?

Rs. 100, 200, 300, 500??

?For Rice?

?? Donation Matters?

?? Gpay/ Paytm : 8697243048
?? PhonePe : anurupadampi@ybl https://t.co/RNaMitXcCs",https://x.com/saha_dampi2190/status/1733407637008679026,60
